inventory_id,product_id,warehouse_id,stock_quantity,reserved_quantity,available_quantity,reorder_level,inventory_status,last_updated,_dq_issue
INV008292,P005944,W006,408,260,148,58,In Stock,2025-12-23 21:52:21,
INV003149,P005514,W008,90,61,29,79,Low Stock,2025-06-02 11:17:00,
INV004531,P007374,W003,232,218,14,23,Low Stock,2025-10-07 04:10:52,
INV000211,P001331,W009,197,118,79,84,Low Stock,2026-07-28 22:29:11,
INV007233,P009662,W004,94,88,6,48,Low Stock,2026-01-26 06:21:07,
INV009909,P009228,W002,104,49,55,92,Low Stock,2025-05-18 07:51:25,
INV013440,P004347,W001,346,191,155,58,In Stock,2026-03-05 13:01:46,
INV010647,P002329,W006,71,19,52,64,Low Stock,2026-07-07 22:56:51,
INV010080,P005071,W009,383,171,212,14,Overstocked,2026-06-21 15:53:29,
INV003976,P007910,W009,373,1,372,49,In Stock,2025-02-04 20:09:20,
INV016238,P005587,W008,359,161,198,72,In Stock,2025-12-13 15:24:38,
INV010967,P001407,W005,255,49,206,71,In Stock,2026-01-11 14:19:35,
INV017209,P001256,W006,343,96,247,40,Overstocked,2026-06-05 11:18:20,
INV018664,P009734,W003,144,133,11,21,Low Stock,2025-08-01 11:24:22,
INV014841,P006267,W009,39,20,19,83,Low Stock,2026-07-31 22:08:09,
INV002410,P009064,W004,401,30,457,68,In Stock,2025-11-18 02:24:56,available_quantity_mismatch
INV005073,P009497,W004,160,69,91,36,In Stock,2025-02-23 16:37:50,
INV007248,P006219,W006,146,119,27,90,Low Stock,2025-05-11 15:14:40,
INV008374,P007624,W009,152,79,73,60,In Stock,2025-08-09 01:19:13,
INV019933,P005026,W008,174,12,162,78,In Stock,2026-04-20 04:14:33,
INV012302,P003447,W002,354,314,40,79,Low Stock,2025-03-31 20:20:38,
INV015512,P006796,W009,133,112,21,36,Low Stock,2025-10-31 03:56:12,
INV013257,P007028,W008,139,91,48,10,In Stock,2025-07-16 15:26:19,
INV012493,P004205,W008,437,385,52,28,In Stock,2026-07-23 23:07:16,
INV017675,P002111,W003,189,66,123,22,Overstocked,2025-10-21 15:23:56,
INV004022,P002121,W006,16,14,2,70,Low Stock,2026-02-12 09:51:11,
INV000515,P004365,W008,293,75,218,25,In Stock,2025-05-15 06:41:51,
INV017242,P005537,W002,99,17,82,17,In Stock,2026-05-03 06:52:44,
INV016619,P009089,W003,489,18,471,35,Overstocked,2025-04-07 11:59:29,
INV006557,P004885,W010,492,492,0,40,Out of Stock,2025-06-29 18:19:31,
INV014223,P002756,W008,5,3,2,47,Low Stock,2025-06-10 22:40:35,
INV014180,P003713,W008,26,16,10,88,Low Stock,2026-05-03 19:30:08,
INV018814,P006673,W009,204,21,183,91,In Stock,2026-07-13 11:49:32,
INV010907,P009274,W003,49,1,48,55,Low Stock,2025-08-20 12:44:38,
INV016761,P004164,W001,487,307,180,31,In Stock,2025-11-18 00:58:17,
INV017438,P005930,W003,126,26,100,24,Overstocked,2025-02-08 15:11:13,
INV008841,P000080,W001,311,260,51,82,Low Stock,2026-07-05 21:32:25,
INV002382,P009712,W002,4,2,2,69,Low Stock,2025-04-15 03:25:30,
INV013447,P002465,W004,153,145,8,77,Low Stock,2026-03-05 09:38:01,
INV005499,P004856,W010,425,116,309,23,In Stock,2026-01-05 23:30:48,
INV017145,P005154,W009,302,15,287,37,Overstocked,2026-02-21 11:07:28,
INV011789,P001801,W003,43,30,13,30,Low Stock,2025-10-07 16:00:19,
INV012235,P008734,W001,190,44,146,12,In Stock,2025-11-24 18:15:17,
INV007117,P000036,W004,0,0,0,31,Out of Stock,2026-03-04 07:17:07,
INV017646,P005847,W007,366,308,58,38,In Stock,2026-01-03 07:30:53,
INV016492,P005288,W007,237,105,132,91,In Stock,2026-02-05 23:40:01,
INV007891,P009697,W008,480,400,80,32,In Stock,2025-10-21 07:21:21,
INV013659,P008849,W009,196,156,40,72,Low Stock,2026-03-28 20:43:24,
INV011119,P009064,W005,421,362,59,85,Low Stock,2025-07-27 01:12:23,
INV007824,P007770,W005,222,154,68,21,In Stock,2025-10-15 20:10:12,
INV006635,P004518,W001,479,368,111,41,In Stock,2025-02-12 11:17:09,
INV003913,P005045,W004,199,64,135,79,In Stock,2025-06-08 21:53:07,
INV012496,P004469,W008,298,163,135,38,In Stock,2025-02-01 04:58:55,
INV007872,P001050,W002,222,114,108,28,In Stock,2025-02-18 20:47:14,
INV014112,P001190,W005,199,158,41,71,Low Stock,2025-07-25 13:33:02,
INV011814,P007932,W010,120,90,30,43,Low Stock,2026-05-04 21:02:48,
INV004400,P008119,W010,234,38,196,31,In Stock,2025-06-13 04:19:48,
INV015676,P002640,W002,346,337,9,93,Low Stock,2026-05-03 18:57:01,
INV004337,P002977,W007,341,281,60,84,Low Stock,2025-12-12 18:33:47,
INV003994,P006729,W010,419,166,253,31,Overstocked,2026-06-10 01:08:55,
INV012527,P003521,W009,46,9,37,56,Low Stock,2026-01-28 23:50:12,
INV013451,P008481,W001,491,65,426,49,In Stock,2025-05-08 01:29:00,
INV000948,P002464,W004,249,131,118,24,Overstocked,2026-07-15 07:55:41,
INV016578,P007054,W010,218,151,67,100,Low Stock,2025-12-18 13:29:25,
INV019307,P001462,W005,78,41,37,51,Low Stock,2025-12-14 23:57:09,
INV008632,P008918,W008,155,112,43,95,Low Stock,2025-02-10 02:08:16,
INV016391,P007045,W007,47,21,26,12,In Stock,2026-02-27 23:00:22,
INV001217,P001386,W010,57,55,2,45,Low Stock,2026-01-24 14:44:45,
INV003918,P004398,W003,27,3,24,34,Low Stock,2025-07-23 03:39:48,
INV004709,P004209,W005,107,74,33,36,Low Stock,2025-08-29 06:29:29,
INV017943,P008015,W004,0,0,0,59,Out of Stock,2026-02-21 01:22:34,
INV003103,P008792,W010,153,34,119,84,In Stock,2025-01-18 10:57:39,
INV002534,P007069,W001,211,160,51,28,In Stock,2026-07-21 23:44:45,
INV012708,P009471,W005,16,6,10,36,Low Stock,2025-11-17 13:41:59,
INV014418,P008163,W001,15,3,12,81,Low Stock,2026-01-11 17:13:04,
INV017386,P003199,W002,378,331,47,66,Low Stock,2025-05-20 12:26:51,
INV011875,P002093,W007,0,0,0,67,Out of Stock,2026-03-18 20:03:47,
INV005058,P006628,W006,160,41,119,62,In Stock,2025-12-26 18:00:17,
INV001220,P002077,W009,99,86,13,12,In Stock,2026-04-23 06:18:01,
INV000533,P004922,W004,400,109,291,38,In Stock,2025-07-29 00:04:53,
INV007485,P002177,W003,398,268,130,71,In Stock,2026-03-17 00:47:02,
INV001261,P002090,W002,192,65,127,80,In Stock,2025-04-15 08:05:54,
INV000978,P005972,W003,235,77,158,82,In Stock,2025-08-27 01:28:51,
INV001665,P000378,W001,417,270,147,34,Overstocked,2026-05-04 15:33:57,
INV003835,P008547,W001,66,2,64,19,In Stock,2025-08-22 02:18:20,
INV009104,P007303,W007,0,0,0,79,Out of Stock,2025-03-28 17:02:28,
INV005607,P003602,W005,0,0,0,45,Out of Stock,2025-05-28 06:12:33,
INV016865,P008813,W005,342,119,223,11,In Stock,2025-07-25 23:08:59,
INV006971,P003952,W003,123,57,66,79,Low Stock,2026-03-11 01:44:31,
INV004645,P000627,W001,50,7,43,55,Low Stock,2025-09-04 21:10:28,
INV016267,P008399,W004,118,43,75,72,In Stock,2026-06-11 15:52:27,
INV008254,P004302,W004,196,163,33,53,Low Stock,2026-07-06 01:48:47,
INV010633,P007098,W010,220,160,60,53,In Stock,2025-10-11 01:57:51,
INV015663,P005095,W004,184,12,172,96,In Stock,2025-07-12 12:05:39,
INV015646,P006667,W005,275,115,160,57,In Stock,2025-03-02 09:21:22,
INV016282,P002826,W003,393,331,62,79,Low Stock,2026-02-02 19:01:05,
INV000528,P008481,W004,451,291,160,13,Overstocked,2025-02-14 18:15:17,
INV001439,P005245,W007,246,15,231,75,In Stock,2026-05-16 02:39:56,
INV017757,P009447,W001,200,80,120,29,In Stock,2026-02-08 06:13:18,
INV007699,P000554,W003,336,108,228,36,In Stock,2025-05-04 00:03:32,
INV013822,P007201,W001,172,-1,124,64,In Stock,2026-07-29 02:29:56,invalid_reserved_quantity
INV012476,P009676,W004,121,36,85,48,In Stock,2025-05-19 13:36:15,
INV004971,P003078,W006,213,92,121,65,In Stock,2025-06-04 02:11:24,
INV008597,P000510,W003,175,64,111,23,Overstocked,2026-02-10 01:00:59,
INV018067,P007465,W008,458,141,317,33,In Stock,2026-01-01 20:32:49,
INV019472,P000405,W001,372,339,33,73,Low Stock,2025-10-09 10:21:38,
INV009352,P003129,W009,151,102,49,88,Low Stock,2026-06-05 18:23:19,
INV016966,P001905,W005,373,158,215,76,In Stock,2025-08-01 23:22:12,
INV015619,P009261,W009,284,177,107,59,In Stock,2025-09-30 04:18:48,
INV016025,P004055,W004,231,20,211,94,In Stock,2026-03-22 01:05:03,
INV001534,P007094,W003,0,0,0,67,Out of Stock,2026-05-08 16:04:46,
INV016775,P000639,W002,215,44,171,40,In Stock,2025-04-09 11:04:16,
INV002344,P003442,W006,146,8,138,60,In Stock,2026-06-01 12:39:30,
INV015565,P007695,W001,89,68,21,44,Low Stock,2026-05-31 02:27:35,duplicate_inventory_record
INV002626,P000315,W008,137,106,31,25,In Stock,2026-07-17 22:59:29,
INV009111,P002736,W004,74,17,57,32,In Stock,2025-02-15 03:23:32,
INV012588,P007379,W010,113,67,46,80,Low Stock,2025-03-19 21:04:29,
INV004630,P009168,W007,221,195,26,36,Low Stock,2025-09-11 09:41:15,
INV002465,P002776,W009,403,8,395,89,In Stock,2025-05-24 12:17:45,
INV004773,P002877,W009,220,158,62,74,Low Stock,2026-05-20 03:13:27,
INV002783,P000208,W003,8,2,6,39,Low Stock,2025-01-02 15:22:54,
INV013360,P006571,W001,128,17,111,31,In Stock,2025-08-27 05:19:34,
INV006686,P003041,W009,313,288,25,55,Low Stock,2026-06-05 15:46:02,
INV012100,P004653,W010,104,96,8,99,Low Stock,2026-05-13 21:04:59,
INV019537,P006841,W002,180,101,79,76,In Stock,2026-04-21 07:56:17,
INV014139,P009467,W006,120,107,13,78,Low Stock,2026-05-06 08:16:02,
INV006807,P008580,W010,17,5,12,13,Low Stock,2026-05-22 22:43:15,
INV008549,P009444,W002,308,5,303,63,Overstocked,2025-09-26 14:05:13,
INV003202,P002441,W001,427,420,7,44,Low Stock,2025-06-07 17:57:59,
INV004687,P001129,W006,102,91,11,74,Low Stock,2025-08-08 10:34:36,
INV007995,P006309,W005,0,0,0,95,Out of Stock,2025-01-28 07:40:37,
INV017820,P002236,W001,0,0,0,86,Out of Stock,2025-07-20 21:16:56,
INV007231,P007321,W003,400,101,299,64,Overstocked,2025-08-15 09:33:39,
INV019695,P003814,W006,0,0,-10,84,Out of Stock,2025-07-25 23:57:17,invalid_available_quantity
INV014943,P001974,W008,436,231,205,43,Overstocked,2026-06-22 02:42:17,
INV013250,P006511,W007,0,0,0,44,Out of Stock,2025-02-25 13:08:47,
INV009393,P007493,W009,280,212,68,38,In Stock,2025-10-02 23:23:56,
INV012162,P002333,W002,6,1,5,44,Low Stock,2026-04-24 11:04:03,
INV015103,P003277,W005,250,133,117,81,In Stock,2025-06-13 23:20:52,
INV012314,P000467,W005,421,395,26,12,In Stock,2025-04-03 02:50:22,
INV002776,P008662,W005,354,306,48,17,In Stock,2025-09-02 06:44:37,
INV006257,P004513,W007,305,259,46,72,Low Stock,2025-04-15 21:16:18,
INV014726,P007924,W006,194,21,173,59,In Stock,2025-09-30 00:12:30,
INV008066,P004593,W009,141,28,113,88,In Stock,2025-11-14 13:38:39,
INV012522,P000888,W007,135,63,72,98,Low Stock,2026-03-11 16:22:55,
INV012508,P001214,W006,405,32,373,57,Overstocked,2025-11-12 10:35:22,
INV010781,P007432,W001,115,80,35,59,Low Stock,2025-08-15 19:00:45,
INV007389,P007208,W005,282,162,120,49,In Stock,2025-05-18 06:39:38,
INV019118,P003347,W007,485,222,263,34,In Stock,2026-06-14 11:08:33,
INV002792,P009495,W003,9,7,2,61,Low Stock,2025-01-03 17:23:58,
INV009100,P005996,W009,217,128,89,53,In Stock,2025-11-18 07:09:58,
INV014796,P005114,W005,301,168,133,97,In Stock,2025-02-10 13:30:49,
INV011417,P002840,W005,357,35,322,46,In Stock,2026-02-22 14:36:51,
INV006758,P002229,W004,113,18,95,45,In Stock,2025-07-15 01:07:44,
INV004592,P007919,W009,119,0,119,16,In Stock,2026-02-02 16:15:21,
INV000361,P007849,W010,22,7,15,37,Low Stock,2026-01-05 07:58:04,
INV010535,P004342,W007,273,248,25,17,In Stock,2026-05-10 18:55:56,
INV013363,P009625,W002,459,399,60,31,In Stock,2026-02-16 13:44:03,
INV000657,P000663,W007,61,42,19,39,Low Stock,2025-09-14 11:50:08,
INV003903,P003356,W006,445,400,45,94,Low Stock,2025-01-04 09:28:10,
INV016242,P005024,W009,344,312,32,58,Low Stock,2025-06-30 10:22:59,
INV008566,P007244,W009,354,100,254,58,Overstocked,2025-11-17 01:31:21,
INV000785,P003839,W006,188,89,99,34,In Stock,2025-09-25 14:24:35,
INV000143,P009444,W007,472,147,325,39,In Stock,2025-03-18 11:06:46,
INV012068,P000763,W001,125,85,40,89,Low Stock,2025-04-11 18:32:43,
INV000204,P001707,W003,174,56,118,52,In Stock,2025-03-01 07:48:53,
INV008789,P006449,W002,342,34,308,44,Overstocked,2025-03-11 16:57:41,
INV002235,P000306,W003,335,90,245,58,Overstocked,2025-06-23 12:54:00,
INV001868,P009220,W001,146,69,77,10,In Stock,2025-11-18 19:34:29,
INV015738,P009026,W004,203,60,143,67,In Stock,2025-06-01 07:35:27,duplicate_inventory_record
INV000293,P007675,W008,211,128,83,88,Low Stock,2026-07-26 13:00:03,
INV011231,P000039,W001,5,3,2,63,Low Stock,2025-04-04 17:38:13,
INV018707,P001427,W010,137,80,57,86,Low Stock,2025-04-30 22:54:42,
INV013633,P003396,W005,325,135,190,42,In Stock,2025-03-21 22:28:30,
INV014269,P002299,W004,329,186,143,99,In Stock,2025-06-15 23:22:52,
INV002253,P003307,W007,148,127,21,19,In Stock,2026-04-11 21:29:18,
INV002049,P000536,W002,325,41,284,53,In Stock,2026-02-11 21:35:37,
INV004171,P008584,W008,367,229,138,23,Overstocked,2025-10-06 10:51:38,
INV019421,P001046,W001,215,132,83,25,In Stock,2025-06-08 18:27:22,
INV016145,P005449,W003,225,125,100,-10,In Stock,2026-07-08 08:30:45,invalid_reorder_level
INV018541,P001527,W006,486,20,466,17,In Stock,2025-08-01 22:18:14,
INV019202,P001875,W002,255,95,160,38,In Stock,2025-08-02 03:56:18,
INV001207,P000580,W006,411,162,249,97,In Stock,2026-05-09 08:25:29,
INV011854,P070274,W005,456,402,54,85,Low Stock,2025-02-25 10:56:25,invalid_product_id
INV004597,P003727,W002,186,81,105,63,In Stock,2026-04-16 14:57:05,
INV017288,P003147,W002,246,30,216,20,In Stock,2025-08-17 20:41:51,
INV012028,P000388,W003,59,144,40,50,Low Stock,2026-03-22 20:43:18,reserved_exceeds_stock
INV007154,P005381,W002,275,15,260,89,In Stock,2026-06-08 18:15:52,
INV005322,P000136,W006,438,191,247,67,In Stock,2025-11-21 10:35:32,
INV010613,P000949,W009,433,143,290,11,Overstocked,2025-09-28 18:04:00,
INV005948,P006060,W008,279,147,132,50,In Stock,2025-06-21 12:55:16,
INV004421,P004851,W010,348,92,256,15,Overstocked,2025-04-12 00:31:11,
INV007715,P009183,W008,367,151,216,23,In Stock,2025-09-14 12:06:56,
INV005010,P001364,W001,428,285,143,56,In Stock,2026-01-16 21:38:18,
INV005584,P007984,W004,406,120,286,87,In Stock,2026-06-11 16:56:57,
INV015269,P009863,W005,64,39,25,60,Low Stock,2025-11-04 10:32:09,
INV006369,P009168,W007,42,11,31,52,Low Stock,2026-01-13 12:32:56,
INV003364,P009181,W008,42,25,17,34,Low Stock,2025-01-31 13:18:25,
INV018623,P002345,W007,85,51,34,87,Low Stock,2025-05-04 16:30:22,
INV015830,P007721,W008,468,400,68,39,In Stock,2025-07-24 01:30:53,
INV005323,P007158,W002,101,25,76,83,Low Stock,2025-11-13 01:50:56,
INV017963,P003068,W002,127,77,50,33,In Stock,2025-06-08 06:20:17,
INV011048,P003565,W001,420,114,306,85,In Stock,2025-12-15 07:16:33,
INV002619,P004697,W009,343,232,111,58,In Stock,2025-07-07 06:13:25,
INV003734,P005263,W006,496,405,91,80,In Stock,2025-01-02 22:13:59,
INV009883,P004221,W002,367,197,170,46,In Stock,2026-01-14 04:40:18,
INV003475,P001348,W005,311,271,-1,30,In Stock,2025-06-30 04:47:53,invalid_available_quantity
INV011738,P000292,W010,359,115,244,52,In Stock,2026-01-17 04:51:46,
INV002064,P001885,W001,255,147,108,97,In Stock,2026-02-14 18:14:49,
INV015360,P000142,W002,41,35,6,87,Low Stock,2025-12-04 08:06:28,
INV016247,P003470,W003,402,129,273,94,In Stock,2025-10-08 06:13:44,
INV000258,P002605,W006,45,43,2,50,Low Stock,2026-07-06 02:47:36,
INV004351,P000674,W002,166,40,126,58,In Stock,2025-03-26 01:05:43,
INV016993,P002627,W003,287,253,34,25,In Stock,2025-09-29 09:22:08,
INV008070,P003387,W009,284,153,131,39,In Stock,2026-05-19 13:51:35,
INV002323,P002950,W002,20,8,12,71,Low Stock,2025-06-20 04:12:59,
INV019677,P000320,W010,143,10,133,33,Overstocked,2025-08-03 15:02:55,
INV010933,P004321,W006,158,113,45,61,Low Stock,2026-04-29 11:46:44,
INV015368,P003524,W008,0,0,0,64,Out of Stock,2025-03-04 14:57:40,
INV019699,P004339,W008,440,168,272,73,In Stock,2026-01-28 03:32:43,
INV015949,P000529,W006,358,240,118,48,In Stock,2026-03-06 20:36:59,
INV006498,P006207,W010,5,3,2,23,Low Stock,2025-02-23 15:23:45,
INV007106,P008869,W005,336,55,281,14,In Stock,2026-06-08 04:29:38,
INV014972,P000446,W008,3,3,0,85,Out of Stock,2025-11-12 07:25:01,
INV008689,P005431,W008,487,430,57,81,Low Stock,2025-09-21 16:27:05,
INV007149,P002895,W001,350,146,204,71,In Stock,2025-01-04 15:01:57,
INV009971,P001438,W002,226,185,41,42,Low Stock,2026-03-03 23:37:10,
INV006178,P009372,W009,105,78,27,66,Low Stock,2026-02-14 10:50:51,
INV019452,P006886,W010,58,34,24,26,Low Stock,2025-01-07 01:14:20,
INV012032,P007674,W008,341,316,25,88,Low Stock,2025-04-06 08:18:33,
INV003148,P008877,W009,263,242,21,74,Low Stock,2025-05-16 23:46:32,
INV007013,P000482,W004,0,0,0,53,Out of Stock,2026-03-28 22:04:50,
INV001766,P005459,W009,128,3,125,14,In Stock,2025-03-21 15:07:29,
INV016043,P007083,W003,77,15,62,61,In Stock,2026-03-13 12:43:23,
INV008064,P005425,W001,72,49,23,25,Low Stock,2026-07-05 20:10:36,
INV005578,P002949,W001,430,310,120,16,Overstocked,2025-04-12 20:10:57,
INV019114,P007300,W004,1,1,0,15,Out of Stock,2026-03-01 21:25:00,
INV016900,P008768,W001,169,158,11,61,Low Stock,2026-05-12 08:12:16,
INV011302,P008479,W009,0,0,0,91,Out of Stock,2025-12-20 13:43:09,
INV007881,P001147,W008,213,115,98,64,In Stock,2025-08-06 12:58:08,
INV003693,P008079,W004,52,49,3,31,Low Stock,2025-03-19 18:55:55,
INV012733,P002296,W008,471,458,13,62,Low Stock,2025-12-03 23:37:22,
INV009943,P001028,W007,183,130,53,58,Low Stock,2026-06-10 22:46:59,
INV000666,P001910,W010,50,11,39,70,Low Stock,2026-04-11 21:20:22,
INV015233,P000409,W009,179,103,76,40,In Stock,13/01/2025 13:28,invalid_last_updated
INV014838,P004679,W009,0,0,0,30,Out of Stock,2026-02-06 17:46:30,
INV011691,P002456,W007,442,87,355,76,In Stock,2025-06-06 05:43:53,
INV002938,P004273,W004,449,379,70,28,In Stock,2025-12-12 09:59:14,
INV004019,P003659,W005,447,137,310,74,Overstocked,2026-03-13 04:19:04,
INV003832,P007808,W008,342,15,327,50,Overstocked,2025-04-24 02:31:59,
INV002716,P001445,W010,357,256,101,39,In Stock,2025-02-01 21:56:04,
INV009942,P008449,W010,418,106,312,61,Overstocked,2025-03-25 16:52:30,
INV014679,P006012,W001,365,98,267,70,In Stock,2026-06-24 07:20:25,
INV003376,P003107,W001,321,300,21,57,Low Stock,2025-12-18 13:53:15,
INV001654,P005282,W009,439,257,182,36,Overstocked,2025-10-31 09:45:54,
INV010545,P001501,W002,143,44,99,93,In Stock,2026-01-29 20:01:31,
INV016954,P008319,W003,273,156,117,29,In Stock,2025-07-05 21:27:03,
INV008598,P002621,W010,144,-20,22,54,Low Stock,2025-01-06 18:25:56,invalid_reserved_quantity
INV007551,P006036,W010,17,11,6,32,Low Stock,2025-04-27 19:32:13,
INV004397,P002060,W008,419,296,123,48,In Stock,2025-11-18 05:15:10,
INV001158,P004704,W003,174,80,94,61,In Stock,2025-12-04 03:41:37,
INV000874,P003275,W009,304,237,67,51,In Stock,2025-03-17 20:24:02,
INV014322,P001519,W006,496,226,270,90,In Stock,2025-10-11 13:40:04,
INV005866,P006817,W005,439,166,273,72,In Stock,2025-05-31 12:26:45,
INV014035,P002606,W010,27,25,2,91,Low Stock,2025-01-09 20:51:03,
INV012887,P004990,W007,147,140,7,47,Low Stock,2026-06-28 15:53:30,
INV002623,P006628,W007,380,210,170,31,In Stock,2025-09-11 22:52:38,
INV010348,P000647,W007,355,4,351,61,In Stock,2025-11-25 16:17:47,
INV013552,P009892,W005,421,85,336,68,In Stock,2026-02-13 23:50:55,
INV018676,P007859,W009,195,99,96,39,In Stock,2026-03-13 14:45:00,
INV004966,P007553,W004,291,272,19,64,Low Stock,2025-04-21 13:08:49,
INV009949,P003539,W005,200,95,105,76,In Stock,2026-03-31 14:56:52,
INV010693,P008624,W004,19,6,13,43,Low Stock,2025-08-08 23:16:38,
INV017395,P004709,W005,26,5,21,14,In Stock,2025-01-01 10:42:10,
INV011851,P004152,W002,364,138,226,16,In Stock,2025-11-11 19:53:36,
INV014723,P008368,W004,169,66,103,65,In Stock,2025-10-20 22:01:02,
INV003059,P008738,W007,60,4,56,51,In Stock,2025-06-19 14:38:34,
INV018636,P002703,W010,426,314,112,57,In Stock,2025-11-24 10:53:22,
INV011551,P005281,W010,55,48,7,70,Low Stock,2026-06-05 14:59:33,
INV006648,P006196,W010,288,252,36,50,Low Stock,2026-07-28 19:46:25,
INV002342,P008126,W010,150,134,16,19,Low Stock,2025-08-09 22:26:11,
INV012234,P007600,W007,450,311,139,16,In Stock,2025-05-12 22:51:13,
INV019843,P007181,W006,442,392,50,40,In Stock,2026-06-16 03:42:15,
INV000317,P008728,W007,383,310,73,57,In Stock,2026-06-30 05:07:24,
INV006613,P006551,W008,42,21,21,50,Low Stock,2026-02-24 19:52:52,
INV016946,P001484,W003,0,0,0,54,Out of Stock,2025-03-02 16:57:19,
INV010317,P009018,W007,169,31,138,77,In Stock,2025-08-08 04:57:06,
INV008148,P006996,W003,40,37,3,94,Low Stock,2025-08-13 18:40:27,
INV012978,P007604,W008,445,128,317,72,In Stock,2026-02-19 15:52:34,
INV007057,P007877,W005,363,461,48,65,Low Stock,2026-07-07 13:50:52,reserved_exceeds_stock
INV016724,P009259,W003,0,0,0,61,Out of Stock,2026-04-08 03:31:32,
INV016261,P005061,W001,423,46,377,38,In Stock,2026-03-17 17:38:15,
INV014389,P007090,W005,67,42,25,70,Low Stock,2025-01-29 09:54:27,
INV009599,P004616,W005,151,11,140,23,In Stock,2025-02-12 07:18:29,
INV010382,P005786,W008,150,60,90,51,In Stock,2026-03-02 19:07:49,
INV007988,P005192,W009,382,122,260,92,In Stock,2026-06-25 15:59:03,
INV014348,P006709,W005,22,20,2,42,Low Stock,2026-03-15 18:35:03,
INV008753,P003043,W007,222,186,36,43,Low Stock,2025-11-30 15:06:19,
INV007826,P004959,W005,105,56,49,30,In Stock,2025-12-06 10:03:32,
INV004162,P006215,W001,472,245,227,90,In Stock,2025-07-13 04:49:29,
INV013428,P003491,W005,15,9,6,21,Low Stock,2025-10-11 16:24:29,
INV003050,P005561,W004,466,99,367,10,In Stock,2025-06-07 04:12:06,
INV015258,P007442,W006,400,331,69,73,Low Stock,2025-07-21 21:42:27,
INV001183,P000973,W003,194,121,73,87,Low Stock,2025-04-18 14:14:33,
INV003074,P002438,W003,93,14,79,88,Low Stock,2026-07-10 05:56:16,
INV002573,P009011,W004,164,132,32,83,Low Stock,2026-01-19 15:05:48,
INV008128,P003952,W006,19,0,19,62,Low Stock,2025-11-19 08:38:40,
INV013835,P005325,W006,436,22,414,37,Overstocked,2026-02-03 08:31:45,
INV014918,P001505,W007,66,10,56,85,Low Stock,2025-12-16 17:39:54,
INV014064,P002524,W006,477,171,306,23,In Stock,2025-07-06 16:04:00,
INV000255,P000821,W008,492,58,434,13,In Stock,2026-02-07 03:28:17,
INV019176,P002987,W004,455,73,382,26,Overstocked,2025-12-04 19:30:21,
INV011352,P007537,W001,79,50,29,12,In Stock,2025-09-25 09:03:23,
INV015992,P000407,W007,225,150,75,46,In Stock,2025-04-30 04:03:53,
INV005846,P008716,W003,396,203,193,52,In Stock,2025-08-09 14:51:57,
INV014879,P000609,W008,276,221,55,50,In Stock,2025-04-18 19:39:09,
INV013185,P008785,W009,126,118,8,29,Low Stock,2026-06-25 07:26:53,
INV017977,P000331,W008,196,50,146,100,In Stock,2026-03-27 22:10:27,
INV004259,P002800,W005,479,425,54,33,In Stock,2025-01-10 22:29:32,
INV002443,P009135,W007,376,10,366,35,In Stock,2026-02-20 21:28:09,
INV009172,P004577,W009,10,5,5,34,Low Stock,2026-07-03 21:35:01,
INV001021,P007362,W001,462,386,76,78,Low Stock,2026-07-18 09:29:31,
INV005282,P008021,W006,366,131,235,48,Overstocked,2026-07-01 23:22:35,
INV015237,P007039,W007,294,221,73,88,Low Stock,2025-07-06 15:30:29,
INV015075,P007998,W001,189,60,129,47,In Stock,2025-05-09 13:07:19,
INV004699,P002052,W005,14,5,9,59,Low Stock,2025-08-09 00:47:06,
INV001963,P009698,W005,200,120,80,12,In Stock,2026-07-21 17:16:20,duplicate_inventory_record
INV014903,P003223,W002,0,0,0,74,Out of Stock,2026-02-11 20:48:18,
INV009835,P009909,W002,81,19,62,47,In Stock,2025-02-21 19:46:52,
INV004711,P008088,W004,333,99,234,97,In Stock,2026-06-18 00:46:14,
INV015245,P008106,W006,18,8,10,20,Low Stock,2025-03-30 22:29:56,
INV018957,P009394,W002,275,40,235,24,In Stock,2025-04-28 08:52:27,
INV004293,P006138,W001,267,130,137,65,In Stock,2025-03-06 07:44:23,
INV005942,P005516,W003,475,437,38,58,Low Stock,2025-05-07 11:34:55,
INV002702,P008277,W002,243,81,162,70,In Stock,2025-05-20 16:16:24,
INV004813,P007127,W009,0,0,0,45,Out of Stock,2026-06-06 08:08:04,
INV017857,P003694,W003,179,109,70,12,In Stock,2025-08-19 10:46:00,
INV015538,P003024,W001,186,184,2,70,Low Stock,2025-04-15 06:38:07,
INV002666,P000881,W003,246,215,31,23,In Stock,2025-07-15 00:50:05,
INV008653,P004341,W005,389,86,303,59,In Stock,2025-01-14 08:47:24,
INV018065,P000912,W002,151,123,28,49,Low Stock,2025-07-10 02:51:51,
INV014922,P008267,W006,234,103,131,66,In Stock,2026-06-28 08:12:22,
INV004460,P001119,W010,473,16,457,38,In Stock,2025-06-29 08:49:35,
INV009488,P005906,W004,305,85,220,39,Overstocked,2025-03-03 21:13:07,
INV018187,P001212,W002,176,43,133,45,In Stock,2025-01-09 11:45:28,
INV012956,P000018,W009,387,342,45,44,In Stock,2025-07-04 01:29:37,
INV016426,P007085,W005,175,50,125,33,In Stock,2025-06-07 16:56:45,
INV009922,P000384,W002,162,135,27,65,Low Stock,2025-07-02 16:20:25,
INV001415,P005589,W009,426,381,45,10,In Stock,2025-09-26 00:23:46,
